tag,number,title,link,acceptance,difficulty,tags
Backtracking,212,Word Search II,https://leetcode.com/problems/word-search-ii,37.00%,Hard,
Backtracking,216,Combination Sum III,https://leetcode.com/problems/combination-sum-iii,67.00%,Medium,
Backtracking,254,Factor Combinations,https://leetcode.com/problems/factor-combinations,48.80%,Medium,
Backtracking,257,Binary Tree Paths,https://leetcode.com/problems/binary-tree-paths,60.40%,Easy,
Backtracking,267,Palindrome Permutation II,https://leetcode.com/problems/palindrome-permutation-ii,40.40%,Medium,
Backtracking,282,Expression Add Operators,https://leetcode.com/problems/expression-add-operators,39.20%,Hard,
Backtracking,291,Word Pattern II,https://leetcode.com/problems/word-pattern-ii,46.80%,Medium,
Backtracking,294,Flip Game II,https://leetcode.com/problems/flip-game-ii,51.70%,Medium,
Backtracking,301,Remove Invalid Parentheses,https://leetcode.com/problems/remove-invalid-parentheses,47.00%,Hard,
Backtracking,306,Additive Number,https://leetcode.com/problems/additive-number,30.90%,Medium,
Backtracking,320,Generalized Abbreviation,https://leetcode.com/problems/generalized-abbreviation,57.20%,Medium,
Backtracking,351,Android Unlock Patterns,https://leetcode.com/problems/android-unlock-patterns,51.30%,Medium,
Backtracking,357,Count Numbers with Unique Digits,https://leetcode.com/problems/count-numbers-with-unique-digits,51.40%,Medium,
Backtracking,401,Binary Watch,https://leetcode.com/problems/binary-watch,51.40%,Easy,
Backtracking,411,Minimum Unique Word Abbreviation,https://leetcode.com/problems/minimum-unique-word-abbreviation,39.20%,Hard,
Backtracking,425,Word Squares,https://leetcode.com/problems/word-squares,52.60%,Hard,
Backtracking,465,Optimal Account Balancing,https://leetcode.com/problems/optimal-account-balancing,49.30%,Hard,
Backtracking,473,Matchsticks to Square,https://leetcode.com/problems/matchsticks-to-square,40.50%,Medium,
Backtracking,491,Increasing Subsequences,https://leetcode.com/problems/increasing-subsequences,51.90%,Medium,
Backtracking,494,Target Sum,https://leetcode.com/problems/target-sum,45.50%,Medium,
Backtracking,526,Beautiful Arrangement,https://leetcode.com/problems/beautiful-arrangement,64.60%,Medium,
Backtracking,638,Shopping Offers,https://leetcode.com/problems/shopping-offers,54.40%,Medium,
Backtracking,679,24 Game,https://leetcode.com/problems/24-game,49.10%,Hard,
Backtracking,691,Stickers to Spell Word,https://leetcode.com/problems/stickers-to-spell-word,46.30%,Hard,
Backtracking,698,Partition to K Equal Sum Subsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets,41.20%,Medium,
Backtracking,784,Letter Case Permutation,https://leetcode.com/problems/letter-case-permutation,73.40%,Medium,
Backtracking,797,All Paths From Source to Target,https://leetcode.com/problems/all-paths-from-source-to-target,81.40%,Medium,
Backtracking,816,Ambiguous Coordinates,https://leetcode.com/problems/ambiguous-coordinates,56.00%,Medium,
Backtracking,489,Robot Room Cleaner,https://leetcode.com/problems/robot-room-cleaner,76.50%,Hard,
Backtracking,842,Split Array into Fibonacci Sequence,https://leetcode.com/problems/split-array-into-fibonacci-sequence,38.20%,Medium,
Backtracking,967,Numbers With Same Consecutive Differences,https://leetcode.com/problems/numbers-with-same-consecutive-differences,56.90%,Medium,
Backtracking,980,Unique Paths III,https://leetcode.com/problems/unique-paths-iii,79.60%,Hard,
Backtracking,996,Number of Squareful Arrays,https://leetcode.com/problems/number-of-squareful-arrays,49.20%,Hard,
Backtracking,1066,Campus Bikes II,https://leetcode.com/problems/campus-bikes-ii,54.50%,Medium,
Backtracking,1087,Brace Expansion,https://leetcode.com/problems/brace-expansion,66.10%,Medium,
Backtracking,1088,Confusing Number II,https://leetcode.com/problems/confusing-number-ii,46.50%,Hard,
Backtracking,1215,Stepping Numbers,https://leetcode.com/problems/stepping-numbers,45.80%,Medium,
Backtracking,1079,Letter Tile Possibilities,https://leetcode.com/problems/letter-tile-possibilities,76.10%,Medium,
Backtracking,1096,Brace Expansion II,https://leetcode.com/problems/brace-expansion-ii,63.50%,Hard,
Backtracking,1258,Synonymous Sentences,https://leetcode.com/problems/synonymous-sentences,56.40%,Medium,
Backtracking,1286,Iterator for Combination,https://leetcode.com/problems/iterator-for-combination,73.50%,Medium,
Backtracking,1219,Path with Maximum Gold,https://leetcode.com/problems/path-with-maximum-gold,64.50%,Medium,
Backtracking,1238,Circular Permutation in Binary Representation,https://leetcode.com/problems/circular-permutation-in-binary-representation,68.80%,Medium,
Backtracking,1239,Maximum Length of a Concatenated String with Unique Characters,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters,50.60%,Medium,
Backtracking,1240,Tiling a Rectangle with the Fewest Squares,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares,54.00%,Hard,
Backtracking,1255,Maximum Score Words Formed by Letters,https://leetcode.com/problems/maximum-score-words-formed-by-letters,72.60%,Hard,
Backtracking,2305,Fair Distribution of Cookies,https://leetcode.com/problems/fair-distribution-of-cookies,62.90%,Medium,
Backtracking,1307,Verbal Arithmetic Puzzle,https://leetcode.com/problems/verbal-arithmetic-puzzle,34.50%,Hard,
Backtracking,1415,The k-th Lexicographical String of All Happy Strings of Length n,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,71.90%,Medium,
Backtracking,1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,60.80%,Hard,
Backtracking,1593,Split a String Into the Max Number of Unique Substrings,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings,55.10%,Medium,
Backtracking,1601,Maximum Number of Achievable Transfer Requests,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests,51.30%,Hard,
Backtracking,1655,Distribute Repeating Integers,https://leetcode.com/problems/distribute-repeating-integers,39.60%,Hard,
Backtracking,1718,Construct the Lexicographically Largest Valid Sequence,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence,51.60%,Medium,
Backtracking,1723,Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs,42.80%,Hard,
Backtracking,1774,Closest Dessert Cost,https://leetcode.com/problems/closest-dessert-cost,46.80%,Medium,
Backtracking,1799,Maximize Score After N Operations,https://leetcode.com/problems/maximize-score-after-n-operations,45.80%,Hard,
Backtracking,1820,Maximum Number of Accepted Invitations,https://leetcode.com/problems/maximum-number-of-accepted-invitations,49.60%,Medium,
Backtracking,1849,Splitting a String Into Descending Consecutive Values,https://leetcode.com/problems/splitting-a-string-into-descending-consecutive-values,32.00%,Medium,
Backtracking,1863,Sum of All Subset XOR Totals,https://leetcode.com/problems/sum-of-all-subset-xor-totals,78.90%,Easy,
Backtracking,1947,Maximum Compatibility Score Sum,https://leetcode.com/problems/maximum-compatibility-score-sum,60.90%,Medium,
Backtracking,1980,Find Unique Binary String,https://leetcode.com/problems/find-unique-binary-string,64.10%,Medium,
Backtracking,1986,Minimum Number of Work Sessions to Finish the Tasks,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks,33.10%,Medium,
Backtracking,2002,Maximum Product of the Length of Two Palindromic Subsequences,https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-subsequences,53.30%,Medium,
Backtracking,2014,Longest Subsequence Repeated k Times,https://leetcode.com/problems/longest-subsequence-repeated-k-times,55.60%,Hard,
Backtracking,2056,Number of Valid Move Combinations On Chessboard,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard,59.20%,Hard,
Backtracking,2044,Count Number of Maximum Bitwise-OR Subsets,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets,74.80%,Medium,
Backtracking,2048,Next Greater Numerically Balanced Number,https://leetcode.com/problems/next-greater-numerically-balanced-number,47.10%,Medium,
Backtracking,2065,Maximum Path Quality of a Graph,https://leetcode.com/problems/maximum-path-quality-of-a-graph,57.50%,Hard,
Backtracking,2151,Maximum Good People Based on Statements,https://leetcode.com/problems/maximum-good-people-based-on-statements,47.80%,Hard,
Backtracking,2178,Maximum Split of Positive Even Integers,https://leetcode.com/problems/maximum-split-of-positive-even-integers,59.10%,Medium,
Backtracking,2152,Minimum Number of Lines to Cover Points,https://leetcode.com/problems/minimum-number-of-lines-to-cover-points,46.80%,Medium,
Backtracking,2375,Construct Smallest Number From DI String,https://leetcode.com/problems/construct-smallest-number-from-di-string,73.70%,Medium,
Backtracking,2397,Maximum Rows Covered by Columns,https://leetcode.com/problems/maximum-rows-covered-by-columns,52.00%,Medium,
Counting,169,Majority Element,https://leetcode.com/problems/majority-element,63.70%,Easy,
Counting,229,Majority Element II,https://leetcode.com/problems/majority-element-ii,43.90%,Medium,
Counting,299,Bulls and Cows,https://leetcode.com/problems/bulls-and-cows,48.40%,Medium,
Counting,347,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements,64.80%,Medium,
Counting,358,Rearrange String k Distance Apart,https://leetcode.com/problems/rearrange-string-k-distance-apart,37.50%,Hard,
Counting,383,Ransom Note,https://leetcode.com/problems/ransom-note,57.60%,Easy,
Counting,387,First Unique Character in a String,https://leetcode.com/problems/first-unique-character-in-a-string,58.80%,Easy,
Counting,451,Sort Characters By Frequency,https://leetcode.com/problems/sort-characters-by-frequency,68.50%,Medium,
Counting,621,Task Scheduler,https://leetcode.com/problems/task-scheduler,55.60%,Medium,
Counting,692,Top K Frequent Words,https://leetcode.com/problems/top-k-frequent-words,55.20%,Medium,
Counting,767,Reorganize String,https://leetcode.com/problems/reorganize-string,52.70%,Medium,
Counting,811,Subdomain Visit Count,https://leetcode.com/problems/subdomain-visit-count,75.00%,Medium,
Counting,819,Most Common Word,https://leetcode.com/problems/most-common-word,45.00%,Easy,
Counting,869,Reordered Power of 2,https://leetcode.com/problems/reordered-power-of-2,64.10%,Medium,
Counting,900,RLE Iterator,https://leetcode.com/problems/rle-iterator,59.40%,Medium,
Counting,914,X of a Kind in a Deck of Cards,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards,32.30%,Easy,
Counting,923,3Sum With Multiplicity,https://leetcode.com/problems/3sum-with-multiplicity,45.40%,Medium,
Counting,945,Minimum Increment to Make Array Unique,https://leetcode.com/problems/minimum-increment-to-make-array-unique,49.60%,Medium,
Counting,992,Subarrays with K Different Integers,https://leetcode.com/problems/subarrays-with-k-different-integers,54.20%,Hard,
Counting,1010,Pairs of Songs With Total Durations Divisible by 60,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60,53.10%,Medium,
Counting,1054,Distant Barcodes,https://leetcode.com/problems/distant-barcodes,45.70%,Medium,
Counting,1198,Find Smallest Common Element in All Rows,https://leetcode.com/problems/find-smallest-common-element-in-all-rows,76.00%,Medium,
Counting,1213,Intersection of Three Sorted Arrays,https://leetcode.com/problems/intersection-of-three-sorted-arrays,80.00%,Easy,
Counting,1090,Largest Values From Labels,https://leetcode.com/problems/largest-values-from-labels,60.90%,Medium,
Counting,1128,Number of Equivalent Domino Pairs,https://leetcode.com/problems/number-of-equivalent-domino-pairs,46.90%,Easy,
Counting,1189,Maximum Number of Balloons,https://leetcode.com/problems/maximum-number-of-balloons,62.30%,Easy,
Counting,1221,Split a String in Balanced Strings,https://leetcode.com/problems/split-a-string-in-balanced-strings,84.70%,Easy,
Counting,2225,Find Players With Zero or One Losses,https://leetcode.com/problems/find-players-with-zero-or-one-losses,69.50%,Medium,
Counting,1267,Count Servers that Communicate,https://leetcode.com/problems/count-servers-that-communicate,59.10%,Medium,
Counting,1356,Sort Integers by The Number of 1 Bits,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits,71.90%,Easy,
Counting,1347,Minimum Number of Steps to Make Two Strings Anagram,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram,77.10%,Medium,
Counting,1370,Increasing Decreasing String,https://leetcode.com/problems/increasing-decreasing-string,77.60%,Easy,
Counting,1365,How Many Numbers Are Smaller Than the Current Number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,86.60%,Easy,
Counting,1366,Rank Teams by Votes,https://leetcode.com/problems/rank-teams-by-votes,58.60%,Medium,
Counting,1400,Construct K Palindrome Strings,https://leetcode.com/problems/construct-k-palindrome-strings,63.30%,Medium,
Counting,1394,Find Lucky Integer in an Array,https://leetcode.com/problems/find-lucky-integer-in-an-array,63.50%,Easy,
Counting,1419,Minimum Number of Frogs Croaking,https://leetcode.com/problems/minimum-number-of-frogs-croaking,49.80%,Medium,
Counting,1481,Least Number of Unique Integers after K Removals,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals,57.50%,Medium,
Counting,1497,Check If Array Pairs Are Divisible by k,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,39.90%,Medium,
Counting,1512,Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs,88.20%,Easy,
Counting,1519,Number of Nodes in the Sub-Tree With the Same Label,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label,40.80%,Medium,
Counting,1603,Design Parking System,https://leetcode.com/problems/design-parking-system,88.00%,Easy,
Counting,1704,Determine if String Halves Are Alike,https://leetcode.com/problems/determine-if-string-halves-are-alike,77.50%,Easy,
Counting,1742,Maximum Number of Balls in a Box,https://leetcode.com/problems/maximum-number-of-balls-in-a-box,73.90%,Easy,
Counting,1748,Sum of Unique Elements,https://leetcode.com/problems/sum-of-unique-elements,75.60%,Easy,
Counting,1737,Change Minimum Characters to Satisfy One of Three Conditions,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions,35.20%,Medium,
Counting,1781,Sum of Beauty of All Substrings,https://leetcode.com/problems/sum-of-beauty-of-all-substrings,60.40%,Medium,
Counting,1775,Equal Sum Arrays With Minimum Number of Operations,https://leetcode.com/problems/equal-sum-arrays-with-minimum-number-of-operations,52.50%,Medium,
Counting,1790,Check if One String Swap Can Make Strings Equal,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal,45.60%,Easy,
Counting,1814,Count Nice Pairs in an Array,https://leetcode.com/problems/count-nice-pairs-in-an-array,41.90%,Medium,
Counting,1819,Number of Different Subsequences GCDs,https://leetcode.com/problems/number-of-different-subsequences-gcds,37.90%,Hard,
Counting,1854,Maximum Population Year,https://leetcode.com/problems/maximum-population-year,59.80%,Easy,
Counting,1857,Largest Color Value in a Directed Graph,https://leetcode.com/problems/largest-color-value-in-a-directed-graph,40.60%,Hard,
Counting,1876,Substrings of Size Three with Distinct Characters,https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters,70.20%,Easy,
Counting,1897,Redistribute Characters to Make All Strings Equal,https://leetcode.com/problems/redistribute-characters-to-make-all-strings-equal,60.00%,Easy,
Counting,1941,Check if All Characters Have Equal Number of Occurrences,https://leetcode.com/problems/check-if-all-characters-have-equal-number-of-occurrences,76.90%,Easy,
Counting,1940,Longest Common Subsequence Between Sorted Arrays,https://leetcode.com/problems/longest-common-subsequence-between-sorted-arrays,79.40%,Medium,
Counting,2006,Count Number of Pairs With Absolute Difference K,https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k,82.20%,Easy,
Counting,2001,Number of Pairs of Interchangeable Rectangles,https://leetcode.com/problems/number-of-pairs-of-interchangeable-rectangles,44.50%,Medium,
Counting,2025,Maximum Number of Ways to Partition an Array,https://leetcode.com/problems/maximum-number-of-ways-to-partition-an-array,32.00%,Hard,
Counting,2013,Detect Squares,https://leetcode.com/problems/detect-squares,50.00%,Medium,
Counting,2014,Longest Subsequence Repeated k Times,https://leetcode.com/problems/longest-subsequence-repeated-k-times,55.60%,Hard,
Counting,2029,Stone Game IX,https://leetcode.com/problems/stone-game-ix,26.00%,Medium,
Counting,2053,Kth Distinct String in an Array,https://leetcode.com/problems/kth-distinct-string-in-an-array,71.80%,Easy,
Counting,2068,Check Whether Two Strings are Almost Equivalent,https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent,64.80%,Easy,
Counting,2085,Count Common Words With One Occurrence,https://leetcode.com/problems/count-common-words-with-one-occurrence,69.70%,Easy,
Counting,2067,Number of Equal Count Substrings,https://leetcode.com/problems/number-of-equal-count-substrings,50.20%,Medium,
Counting,2083,Substrings That Begin and End With the Same Letter,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter,68.10%,Medium,
Counting,2131,Longest Palindrome by Concatenating Two Letter Words,https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words,41.30%,Medium,
Counting,2150,Find All Lonely Numbers in the Array,https://leetcode.com/problems/find-all-lonely-numbers-in-the-array,60.70%,Medium,
Counting,2170,Minimum Operations to Make the Array Alternating,https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating,33.20%,Medium,
Counting,2186,Minimum Number of Steps to Make Two Strings Anagram II,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram-ii,71.80%,Medium,
Counting,2182,Construct String With Repeat Limit,https://leetcode.com/problems/construct-string-with-repeat-limit,51.70%,Medium,
Counting,2168,Unique Substrings With Equal Digit Frequency,https://leetcode.com/problems/unique-substrings-with-equal-digit-frequency,60.00%,Medium,
Counting,2206,Divide Array Into Equal Pairs,https://leetcode.com/problems/divide-array-into-equal-pairs,74.90%,Easy,
Counting,2190,Most Frequent Number Following Key In an Array,https://leetcode.com/problems/most-frequent-number-following-key-in-an-array,60.50%,Easy,
Counting,2248,Intersection of Multiple Arrays,https://leetcode.com/problems/intersection-of-multiple-arrays,69.70%,Easy,
Counting,2275,Largest Combination With Bitwise AND Greater Than Zero,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero,72.30%,Medium,
Counting,2244,Minimum Rounds to Complete All Tasks,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks,56.80%,Medium,
Counting,2287,Rearrange Characters to Make Target String,https://leetcode.com/problems/rearrange-characters-to-make-target-string,57.70%,Easy,
Counting,2283,Check if Number Has Equal Digit Count and Digit Value,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value,73.80%,Easy,
Counting,2284,Sender With Largest Word Count,https://leetcode.com/problems/sender-with-largest-word-count,55.70%,Medium,
Counting,2268,Minimum Number of Keypresses,https://leetcode.com/problems/minimum-number-of-keypresses,74.60%,Medium,
Counting,2341,Maximum Number of Pairs in Array,https://leetcode.com/problems/maximum-number-of-pairs-in-array,76.70%,Easy,
Counting,2351,First Letter to Appear Twice,https://leetcode.com/problems/first-letter-to-appear-twice,76.80%,Easy,
Counting,2347,Best Poker Hand,https://leetcode.com/problems/best-poker-hand,60.90%,Easy,
Counting,2404,Most Frequent Even Element,https://leetcode.com/problems/most-frequent-even-element,51.80%,Easy,
Counting,2416,Sum of Prefix Scores of Strings,https://leetcode.com/problems/sum-of-prefix-scores-of-strings,41.90%,Hard,
Counting,2423,Remove Letter To Equalize Frequency,https://leetcode.com/problems/remove-letter-to-equalize-frequency,19.30%,Easy,
Sliding Window,3,Longest Substring Without Repeating Characters,https://leetcode.com/problems/longest-substring-without-repeating-characters,33.70%,Medium,
Sliding Window,30,Substring with Concatenation of All Words,https://leetcode.com/problems/substring-with-concatenation-of-all-words,30.80%,Hard,
Sliding Window,76,Minimum Window Substring,https://leetcode.com/problems/minimum-window-substring,39.90%,Hard,
Sliding Window,159,Longest Substring with At Most Two Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters,53.50%,Medium,
Sliding Window,187,Repeated DNA Sequences,https://leetcode.com/problems/repeated-dna-sequences,46.00%,Medium,
Sliding Window,209,Minimum Size Subarray Sum,https://leetcode.com/problems/minimum-size-subarray-sum,44.30%,Medium,
Sliding Window,219,Contains Duplicate II,https://leetcode.com/problems/contains-duplicate-ii,40.90%,Easy,
Sliding Window,220,Contains Duplicate III,https://leetcode.com/problems/contains-duplicate-iii,21.80%,Hard,
Sliding Window,239,Sliding Window Maximum,https://leetcode.com/problems/sliding-window-maximum,46.60%,Hard,
Sliding Window,340,Longest Substring with At Most K Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,47.80%,Medium,
Sliding Window,395,Longest Substring with At Least K Repeating Characters,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,44.80%,Medium,
Sliding Window,424,Longest Repeating Character Replacement,https://leetcode.com/problems/longest-repeating-character-replacement,51.40%,Medium,
Sliding Window,438,Find All Anagrams in a String,https://leetcode.com/problems/find-all-anagrams-in-a-string,48.90%,Medium,
Sliding Window,480,Sliding Window Median,https://leetcode.com/problems/sliding-window-median,41.30%,Hard,
Sliding Window,487,Max Consecutive Ones II,https://leetcode.com/problems/max-consecutive-ones-ii,49.20%,Medium,
Sliding Window,567,Permutation in String,https://leetcode.com/problems/permutation-in-string,43.90%,Medium,
Sliding Window,632,Smallest Range Covering Elements from K Lists,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,60.20%,Hard,
Sliding Window,643,Maximum Average Subarray I,https://leetcode.com/problems/maximum-average-subarray-i,43.90%,Easy,
Sliding Window,658,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements,46.70%,Medium,
Sliding Window,683,K Empty Slots,https://leetcode.com/problems/k-empty-slots,36.90%,Hard,
Sliding Window,713,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k,45.00%,Medium,
Sliding Window,718,Maximum Length of Repeated Subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray,51.60%,Medium,
Sliding Window,727,Minimum Window Subsequence,https://leetcode.com/problems/minimum-window-subsequence,42.80%,Hard,
Sliding Window,837,New 21 Game,https://leetcode.com/problems/new-21-game,36.20%,Medium,
Sliding Window,862,Shortest Subarray with Sum at Least K,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,26.10%,Hard,
Sliding Window,904,Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets,42.60%,Medium,
Sliding Window,930,Binary Subarrays With Sum,https://leetcode.com/problems/binary-subarrays-with-sum,50.70%,Medium,
Sliding Window,978,Longest Turbulent Subarray,https://leetcode.com/problems/longest-turbulent-subarray,47.50%,Medium,
Sliding Window,992,Subarrays with K Different Integers,https://leetcode.com/problems/subarrays-with-k-different-integers,54.20%,Hard,
Sliding Window,995,Minimum Number of K Consecutive Bit Flips,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips,51.10%,Hard,
Sliding Window,1004,Max Consecutive Ones III,https://leetcode.com/problems/max-consecutive-ones-iii,63.50%,Medium,
Sliding Window,1100,Find K-Length Substrings With No Repeated Characters,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters,74.60%,Medium,
Sliding Window,1031,Maximum Sum of Two Non-Overlapping Subarrays,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays,59.40%,Medium,
Sliding Window,1151,Minimum Swaps to Group All 1's Together,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together,60.80%,Medium,
Sliding Window,1044,Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring,30.70%,Hard,
Sliding Window,1052,Grumpy Bookstore Owner,https://leetcode.com/problems/grumpy-bookstore-owner,57.00%,Medium,
Sliding Window,1156,Swap For Longest Repeated Character Substring,https://leetcode.com/problems/swap-for-longest-repeated-character-substring,45.50%,Medium,
Sliding Window,1176,Diet Plan Performance,https://leetcode.com/problems/diet-plan-performance,52.40%,Easy,
Sliding Window,1425,Constrained Subsequence Sum,https://leetcode.com/problems/constrained-subsequence-sum,47.40%,Hard,
Sliding Window,1208,Get Equal Substrings Within Budget,https://leetcode.com/problems/get-equal-substrings-within-budget,47.50%,Medium,
Sliding Window,1234,Replace the Substring for Balanced String,https://leetcode.com/problems/replace-the-substring-for-balanced-string,36.80%,Medium,
Sliding Window,1248,Count Number of Nice Subarrays,https://leetcode.com/problems/count-number-of-nice-subarrays,59.30%,Medium,
Sliding Window,1297,Maximum Number of Occurrences of a Substring,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring,52.10%,Medium,
Sliding Window,2269,Find the K-Beauty of a Number,https://leetcode.com/problems/find-the-k-beauty-of-a-number,57.10%,Easy,
Sliding Window,1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,67.70%,Medium,
Sliding Window,1358,Number of Substrings Containing All Three Characters,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters,62.80%,Medium,
Sliding Window,1423,Maximum Points You Can Obtain from Cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,52.30%,Medium,
Sliding Window,1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,47.90%,Medium,
Sliding Window,1456,Maximum Number of Vowels in a Substring of Given Length,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,57.90%,Medium,
Sliding Window,1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum,37.00%,Medium,
Sliding Window,1493,Longest Subarray of 1's After Deleting One Element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,60.10%,Medium,
Sliding Window,1499,Max Value of Equation,https://leetcode.com/problems/max-value-of-equation,46.50%,Hard,
Sliding Window,1610,Maximum Number of Visible Points,https://leetcode.com/problems/maximum-number-of-visible-points,37.40%,Hard,
Sliding Window,1658,Minimum Operations to Reduce X to Zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,37.60%,Medium,
Sliding Window,1703,Minimum Adjacent Swaps for K Consecutive Ones,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,41.30%,Hard,
Sliding Window,1695,Maximum Erasure Value,https://leetcode.com/problems/maximum-erasure-value,57.70%,Medium,
Sliding Window,1696,Jump Game VI,https://leetcode.com/problems/jump-game-vi,46.40%,Medium,
Sliding Window,1763,Longest Nice Substring,https://leetcode.com/problems/longest-nice-substring,61.80%,Easy,
Sliding Window,1838,Frequency of the Most Frequent Element,https://leetcode.com/problems/frequency-of-the-most-frequent-element,38.20%,Medium,
Sliding Window,1839,Longest Substring Of All Vowels in Order,https://leetcode.com/problems/longest-substring-of-all-vowels-in-order,48.40%,Medium,
Sliding Window,1876,Substrings of Size Three with Distinct Characters,https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters,70.20%,Easy,
Sliding Window,1852,Distinct Numbers in Each Subarray,https://leetcode.com/problems/distinct-numbers-in-each-subarray,71.40%,Medium,
Sliding Window,1888,Minimum Number of Flips to Make the Binary String Alternating,https://leetcode.com/problems/minimum-number-of-flips-to-make-the-binary-string-alternating,37.70%,Medium,
Sliding Window,1918,Kth Smallest Subarray Sum,https://leetcode.com/problems/kth-smallest-subarray-sum,52.80%,Medium,
Sliding Window,1984,Minimum Difference Between Highest and Lowest of K Scores,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores,53.50%,Easy,
Sliding Window,2024,Maximize the Confusion of an Exam,https://leetcode.com/problems/maximize-the-confusion-of-an-exam,59.30%,Medium,
Sliding Window,2090,K Radius Subarray Averages,https://leetcode.com/problems/k-radius-subarray-averages,42.20%,Medium,
Sliding Window,2106,Maximum Fruits Harvested After at Most K Steps,https://leetcode.com/problems/maximum-fruits-harvested-after-at-most-k-steps,35.10%,Hard,
Sliding Window,2107,Number of Unique Flavors After Sharing K Candies,https://leetcode.com/problems/number-of-unique-flavors-after-sharing-k-candies,57.10%,Medium,
Sliding Window,2134,Minimum Swaps to Group All 1's Together II,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii,49.90%,Medium,
Sliding Window,2156,Find Substring With Given Hash Value,https://leetcode.com/problems/find-substring-with-given-hash-value,21.90%,Hard,
Sliding Window,2260,Minimum Consecutive Cards to Pick Up,https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up,51.90%,Medium,
